Serial,date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,AQI, pm25, pm10, o3, no2, so2, co,wd,Year,Month
791,2016/5/16,23,12,0,13.9,5,65,11,19,19,19,16,11,62,0,1017,23,9,172,12,287,116,45,66,24,6,3,0,2016,5
792,2016/5/17,24,12,0,11,5,72,9,20,21,20,16,36,48,0,1017,24,10,150,11,187,86,60,88,17,6,4,1,2016,5
793,2016/5/18,24,14,0,13.9,6,80,10,20,21,20,21,24,55,0,1016,24,10,120,14,230,99,66,68,13,7,4,2,2016,5
794,2016/5/19,24,18,0,12.2,5,87,16,23,23,22,17,63,73,1.2,1011,24,10,159,13,303,124,41,47,13,5,4,3,2016,5
795,2016/5/20,25,18,0,12.2,5,94,17,23,23,22,21,62,75,1.1,1010,25,9,139,14,187,86,20,41,14,3,5,4,2016,5
796,2016/5/21,25,17,0,12.2,5,100,16,23,23,22,20,57,73,0,1011,25,9,132,15,150,60,53,40,17,4,6,5,2016,5
797,2016/5/22,24,18,0,8.7,5,100,18,23,23,21,16,81,83,0.1,1012,24,10,262,12,303,124,69,68,21,6,7,6,2016,5
798,2016/5/23,27,16,0,11,5,84,19,24,24,23,6,64,82,0.5,1011,27,7,268,5,326,154,77,64,25,8,9,0,2016,5
799,2016/5/24,23,19,0,9.9,5,77,19,21,22,21,11,82,88,1.5,1010,23,9,213,8,336,167,70,85,18,5,7,1,2016,5
800,2016/5/25,28,18,0,14,6,70,20,25,25,23,18,47,84,0,1009,28,8,139,13,326,154,79,29,30,5,9,2,2016,5
801,2016/5/26,27,21,0,8.7,6,62,22,27,27,25,13,87,86,0,1009,27,9,225,10,330,159,38,34,24,4,6,3,2016,5
802,2016/5/27,24,21,0,8.7,5,55,20,25,25,23,16,99,84,0,1010,24,10,107,13,223,97,30,32,25,3,7,4,2016,5
803,2016/5/28,22,20,0,8.7,5,48,20,21,23,21,9,99,92,0,1008,22,7,48,7,200,87,46,16,31,4,10,5,2016,5
804,2016/5/29,22,19,0,8.8,5,40,19,21,22,21,13,97,93,5.7,1007,22,7,242,10,287,116,60,53,26,4,6,6,2016,5
805,2016/5/30,24,19,0,9.9,5,33,19,22,22,22,10,76,86,0.3,1010,24,8,109,7,315,139,66,66,24,5,6,0,2016,5
806,2016/5/31,30,19,0,11.1,6,29,21,27,27,25,13,66,81,0.1,1007,30,8,130,10,321,147,34,55,14,3,4,1,2016,5
807,2016/6/1,25,19,0,12.2,5,12,18,24,24,23,18,63,76,1.3,1009,25,9,142,13,143,73,48,51,16,4,4,2,2016,6
808,2016/6/2,23,17,0,14,6,4,17,21,22,21,15,28,80,0.2,1010,23,8,118,11,270,111,26,48,16,4,4,3,2016,6
809,2016/6/3,20,18,0,8.8,4,0,18,19,19,19,25,100,92,20.7,1007,20,6,116,16,150,65,41,47,16,5,6,4,2016,6
810,2016/6/4,23,18,0,9.9,5,0,18,20,21,20,27,81,88,0,1006,23,10,287,18,243,103,33,47,14,5,5,5,2016,6
811,2016/6/5,24,17,0,11.1,5,0,18,22,22,21,15,59,85,0.2,1011,24,8,145,11,193,88,45,47,14,4,4,6,2016,6
812,2016/6/6,25,18,0,8.8,5,3,20,24,24,22,18,74,88,0,1010,25,9,117,13,253,106,48,39,17,4,4,0,2016,6
813,2016/6/7,27,21,0,12.2,6,11,21,26,26,24,17,66,87,2,1009,27,10,112,13,267,110,41,27,18,4,4,1,2016,6
814,2016/6/8,28,21,0,12.2,6,18,22,27,27,25,10,67,85,0.1,1008,28,7,81,8,220,96,34,36,15,4,4,2,2016,6
815,2016/6/9,24,20,0,11.1,5,26,20,24,24,22,15,80,89,0,1010,24,7,83,11,193,88,41,41,11,3,3,3,2016,6
816,2016/6/10,27,20,0,14.1,7,33,21,27,27,25,23,46,81,0,1009,27,9,136,18,190,87,61,49,19,5,5,4,2016,6
817,2016/6/11,30,23,0,9.9,6,41,23,29,29,26,14,76,83,0,1007,30,10,154,11,277,113,30,38,18,3,3,5,2016,6
818,2016/6/12,23,21,0,8.8,5,48,22,22,25,22,18,96,96,8.4,1005,23,6,53,12,143,73,39,52,18,5,4,6,2016,6
819,2016/6/13,28,20,0,11.1,6,56,21,26,26,24,11,68,84,0.2,1005,28,7,108,8,187,86,49,95,17,5,4,0,2016,6
820,2016/6/14,30,20,0,14.1,7,63,22,30,30,26,20,10,82,0,1002,30,8,157,14,233,100,65,84,21,6,7,1,2016,6
821,2016/6/15,32,23,0,11.1,7,71,24,35,35,30,16,53,73,5.2,1001,32,8,225,11,311,134,83,44,27,6,9,2,2016,6
822,2016/6/16,27,22,0,13.4,5,79,21,29,29,26,17,54,75,1.5,1007,27,10,146,13,335,166,62,92,22,6,7,3,2016,6
823,2016/6/17,28,22,0,14.5,7,86,22,29,29,26,21,12,78,0,1008,28,10,153,15,316,141,36,69,16,5,5,4,2016,6
824,2016/6/18,30,22,0,14.5,7,94,23,30,30,27,18,25,81,0.2,1008,30,8,179,12,167,80,38,52,19,6,5,5,2016,6
825,2016/6/19,31,24,0,13.4,6,100,24,31,31,27,21,53,82,1.6,1008,31,9,203,14,137,71,26,18,16,3,4,6,2016,6
826,2016/6/20,26,24,0,11.2,6,100,24,29,29,25,14,76,94,33.3,1006,26,6,229,9,150,58,63,81,27,7,6,0,2016,6
827,2016/6/21,33,24,0,13.4,6,84,25,34,34,28,17,43,86,1.5,1005,33,8,156,10,267,110,49,22,23,5,6,1,2016,6
828,2016/6/22,32,25,0,12.3,6,76,25,33,33,28,15,56,85,7.8,1005,32,10,250,9,230,99,64,86,25,7,7,2,2016,6
829,2016/6/23,34,25,0,14.5,7,69,26,38,38,30,16,18,80,2.5,1004,34,10,161,10,302,123,53,43,16,7,6,3,2016,6
830,2016/6/24,32,23,0,11.2,6,61,24,32,32,28,22,61,82,1.1,1005,32,10,140,15,277,113,36,36,17,3,6,4,2016,6
831,2016/6/25,21,19,0,9.1,5,54,20,21,23,21,7,93,94,1,1011,21,6,242,5,243,103,39,63,12,4,5,5,2016,6
832,2016/6/26,24,18,0,10.1,5,46,19,21,22,21,16,81,88,1,1012,24,7,120,11,210,93,34,42,18,3,7,6,2016,6
833,2016/6/27,25,21,0,9.1,5,38,22,26,26,23,13,97,94,0.5,1008,25,7,203,9,200,81,60,25,28,4,10,0,2016,6
834,2016/6/28,27,22,0,9.1,5,31,23,27,27,24,8,90,94,7.7,1008,27,7,101,5,302,122,32,23,20,4,6,1,2016,6
835,2016/6/29,27,23,0,12.3,6,23,24,28,28,25,19,66,94,3.1,1010,27,7,180,13,150,75,39,78,16,4,6,2,2016,6
836,2016/6/30,31,23,0,14.5,7,16,25,33,33,28,17,11,84,0.1,1009,31,8,180,12,170,81,52,43,18,5,6,3,2016,6
837,2016/7/1,31,25,0,13.4,6,15,25,33,33,28,19,59,86,0,1005,31,9,215,12,170,81,34,27,17,4,7,4,2016,7
838,2016/7/2,28,23,0,11.2,6,8,24,30,30,26,14,77,92,0,1006,28,7,195,9,162,62,58,44,18,4,7,5,2016,7
839,2016/7/3,27,24,0,9,6,1,25,31,31,26,14,88,95,0.1,1006,27,5,163,9,243,103,54,71,16,4,6,6,2016,7
840,2016/7/4,32,25,0,13.4,6,0,25,34,34,28,27,46,86,0,1006,32,10,156,16,230,99,34,64,16,3,5,0,2016,7
841,2016/7/5,33,25,0,14.5,7,0,26,36,36,29,20,17,83,4.6,1009,33,10,170,13,133,70,50,35,19,4,4,1,2016,7
842,2016/7/6,31,25,0,14.5,6,6,26,34,34,28,17,32,88,0,1012,31,8,130,12,125,64,28,18,8,3,4,2,2016,7
843,2016/7/7,31,24,0,14.4,6,14,25,33,33,28,17,42,86,0,1010,31,7,107,13,125,46,25,18,8,3,4,3,2016,7
844,2016/7/8,29,24,0,10.1,6,21,24,31,31,27,20,80,88,0.1,1007,29,8,72,15,125,43,26,20,8,3,4,4,2016,7
845,2016/7/9,29,25,0,10.1,6,28,25,31,31,27,21,83,88,0.4,1004,29,10,77,15,125,40,29,21,9,3,4,5,2016,7
846,2016/7/10,31,25,0,10.1,6,35,25,32,32,27,18,88,92,6,1002,31,6,78,12,125,61,33,24,15,2,4,6,2016,7
847,2016/7/11,28,25,0,10.1,6,43,25,32,32,27,20,83,91,0,1000,28,9,138,13,150,66,58,92,16,3,6,0,2016,7
848,2016/7/12,32,25,0,11.1,7,50,26,36,36,29,15,49,85,3.3,1000,32,8,207,10,287,116,70,103,26,4,8,1,2016,7
849,2016/7/13,32,26,0,14,7,57,27,38,38,30,10,37,84,1,1001,32,10,196,6,307,129,61,18,39,4,10,2,2016,7
850,2016/7/14,32,26,0,12.2,6,65,26,35,35,28,11,75,90,0.5,1003,32,8,125,8,283,115,63,95,27,4,8,3,2016,7
851,2016/7/15,33,25,0,13.6,8,72,27,39,39,30,16,34,86,0,1001,33,8,190,11,303,124,58,67,18,3,9,4,2016,7
852,2016/7/16,26,23,0,8.5,5,79,23,28,28,25,12,76,90,0.5,1004,26,9,282,8,310,133,78,74,17,3,8,5,2016,7
853,2016/7/17,30,21,0,12.1,6,86,24,31,31,27,14,51,89,0.2,1008,30,7,127,10,321,147,42,59,12,3,5,6,2016,7
854,2016/7/18,31,25,0,12.1,6,94,25,35,35,29,20,53,81,0.1,1006,31,9,168,14,193,88,42,73,13,3,4,0,2016,7
855,2016/7/19,32,25,0,12.1,6,100,25,34,34,29,19,56,82,0.4,1006,32,9,152,13,197,89,62,98,14,4,5,1,2016,7
856,2016/7/20,33,25,0,12.1,7,100,25,35,35,29,16,47,79,0.5,1006,33,9,168,11,227,98,63,113,20,5,6,2,2016,7
857,2016/7/21,33,25,0,12.1,7,85,25,36,36,30,17,57,78,0.5,1006,33,9,154,12,273,112,58,115,18,5,6,3,2016,7
858,2016/7/22,31,26,0,12.1,6,77,25,35,35,29,20,50,82,4.3,1005,31,9,155,13,283,115,53,96,14,5,6,4,2016,7
859,2016/7/23,32,26,0,10.9,7,70,26,37,37,30,20,59,81,2,1005,32,9,158,14,250,105,52,85,11,3,5,5,2016,7
860,2016/7/24,32,27,0,12.1,7,63,26,37,37,30,18,57,80,2,1005,32,9,182,12,277,113,34,67,9,3,4,6,2016,7
861,2016/7/25,33,26,0,12.1,7,55,25,37,37,30,17,53,78,1.3,1006,33,10,156,11,150,71,48,116,13,4,6,0,2016,7
862,2016/7/26,33,26,0,12.1,7,48,26,37,37,30,15,47,78,1.7,1007,33,9,131,10,230,99,59,92,20,4,7,1,2016,7
863,2016/7/27,32,26,0,12.1,7,41,25,36,36,30,17,53,79,3.2,1006,32,9,151,12,300,120,67,94,31,4,8,2,2016,7
864,2016/7/28,37,28,0,13.4,8,34,26,43,43,33,13,23,70,0.7,1006,37,10,181,9,319,145,74,107,19,3,7,3,2016,7
865,2016/7/29,36,28,0,13.4,8,26,28,44,44,33,14,6,76,0,1007,36,10,153,10,325,153,43,51,9,2,3,4,2016,7
866,2016/7/30,33,27,0,13.4,8,19,27,39,39,30,21,7,82,0,1008,33,10,132,15,253,106,22,29,8,2,2,5,2016,7
867,2016/7/31,33,26,0,13.3,7,15,26,35,35,29,21,32,81,0.1,1009,33,10,123,15,125,52,22,25,7,3,4,6,2016,7
868,2016/8/1,33,26,0,13.4,8,5,26,36,36,29,20,33,82,0.1,1007,33,10,124,14,125,47,32,43,9,3,4,0,2016,8
869,2016/8/2,34,26,0,13.4,7,0,26,38,38,30,19,24,80,1.4,1006,34,10,154,13,138,62,24,22,16,3,5,1,2016,8
870,2016/8/3,29,25,0,8.3,6,0,26,32,32,27,10,92,91,0,1007,29,7,205,6,150,63,35,38,27,3,6,2,2016,8
871,2016/8/4,32,24,0,13.3,7,2,25,33,33,28,9,37,81,0,1008,32,10,213,6,180,84,26,31,12,3,4,3,2016,8
872,2016/8/5,32,25,0,12,6,10,25,34,34,28,13,59,84,0.1,1007,32,10,195,10,133,70,22,32,7,3,4,4,2016,8
873,2016/8/6,31,25,0,13.3,6,17,26,34,34,29,17,31,85,0,1005,31,8,110,13,125,59,16,32,6,2,4,5,2016,8
874,2016/8/7,32,25,0,13.3,6,24,25,34,34,29,17,25,84,0.3,1005,32,8,110,13,125,44,15,26,7,3,4,6,2016,8
875,2016/8/8,32,25,0,13.3,7,32,25,35,35,29,17,19,80,0.3,1005,32,10,90,12,112,43,20,20,7,3,3,0,2016,8
876,2016/8/9,32,26,0,12,6,39,25,34,34,29,28,49,83,12.1,1005,32,9,77,19,125,45,16,24,6,2,4,1,2016,8
877,2016/8/10,32,26,0,13.3,8,46,26,37,37,29,20,25,85,0,1007,32,9,110,14,138,44,21,23,6,4,5,2,2016,8
878,2016/8/11,32,26,0,13.2,6,53,26,36,36,29,17,41,86,0,1008,32,6,99,12,125,60,21,22,6,3,4,3,2016,8
879,2016/8/12,33,26,0,12,7,61,27,37,37,29,18,60,87,0.3,1006,33,6,109,13,138,50,21,27,6,3,5,4,2016,8
880,2016/8/13,33,26,0,10.8,7,68,27,37,37,29,17,44,85,0.1,1005,33,8,126,12,125,52,35,45,8,3,4,5,2016,8
881,2016/8/14,33,25,0,13.2,8,75,26,36,36,29,16,17,82,0,1005,33,9,125,12,138,70,26,43,7,3,5,6,2016,8
882,2016/8/15,33,25,0,13.2,8,82,26,37,37,30,16,21,81,0,1003,33,10,124,12,138,58,25,38,8,6,5,0,2016,8
883,2016/8/16,33,26,0,13.2,7,90,26,36,36,30,16,32,81,0.2,1003,33,10,95,11,138,64,27,35,10,3,5,1,2016,8
884,2016/8/17,33,26,0,13.1,7,97,25,36,36,30,15,25,77,0.2,1003,33,10,109,10,138,67,34,40,10,4,5,2,2016,8
885,2016/8/18,33,26,0,13.1,8,100,26,37,37,30,21,19,80,0,1003,33,10,136,15,138,60,33,58,11,4,5,3,2016,8
886,2016/8/19,34,27,0,13.1,8,88,27,40,40,31,18,9,79,0.3,1003,34,10,148,13,150,66,41,70,14,4,6,4,2016,8
887,2016/8/20,35,27,0,13.1,8,81,27,41,41,31,11,18,80,0,1004,35,9,110,8,170,81,33,34,9,5,5,5,2016,8
888,2016/8/21,33,26,0,13.1,8,74,26,37,37,30,14,14,81,0,1004,33,8,98,10,153,76,29,52,9,4,6,6,2016,8
889,2016/8/22,33,26,0,13,8,67,26,36,36,30,15,20,80,0,1007,33,8,64,11,150,68,31,59,11,5,6,0,2016,8
890,2016/8/23,33,25,0,13,7,59,25,34,34,29,15,41,80,1,1006,33,8,39,10,162,70,31,63,10,5,7,1,2016,8
891,2016/8/24,33,23,0,13,7,52,24,35,35,30,12,5,75,0,1005,33,10,56,8,150,67,31,50,10,5,6,2,2016,8
892,2016/8/25,33,23,0,13,7,45,25,34,34,29,10,30,81,0.4,1004,33,7,102,7,167,80,32,43,7,4,6,3,2016,8
893,2016/8/26,32,24,0,13,6,38,24,33,33,28,18,27,80,1.3,1007,32,8,80,13,138,65,35,45,9,5,5,4,2016,8
894,2016/8/27,29,21,0,10.7,6,30,20,28,28,25,21,53,75,0.1,1009,29,10,327,15,162,64,46,76,9,7,7,5,2016,8
895,2016/8/28,29,19,0,12.9,7,23,17,26,26,25,26,11,65,0,1008,29,10,333,18,177,83,41,65,14,6,7,6,2016,8
896,2016/8/29,28,19,0,12.9,7,16,18,26,26,25,18,15,68,0.2,1009,28,10,324,12,183,85,49,68,19,7,7,0,2016,8
897,2016/8/30,27,19,0,12.9,6,8,16,25,25,24,23,9,65,0,1007,27,10,294,16,227,98,57,96,24,7,7,1,2016,8
898,2016/8/31,31,21,0,12.9,7,5,17,27,27,26,17,11,62,0,1004,31,10,247,11,277,113,70,96,19,6,8,2,2016,8
899,2016/9/1,31,22,0,12.9,7,0,20,30,30,28,15,14,63,0,1002,31,10,211,10,322,149,71,112,20,7,9,3,2016,9
900,2016/9/2,33,20,0,12.9,7,0,22,31,31,28,12,9,74,0,1004,33,9,174,8,327,155,64,82,15,6,8,4,2016,9
901,2016/9/3,33,19,0,12.8,7,6,21,30,30,28,12,8,72,0,1007,33,10,69,8,315,139,40,51,9,4,6,5,2016,9
902,2016/9/4,30,20,0,11.9,6,14,21,28,28,26,14,55,76,0,1010,30,10,63,9,247,104,36,48,14,5,7,6,2016,9
903,2016/9/5,28,23,0,11.9,6,21,22,28,28,26,12,62,79,0,1011,28,10,74,8,190,87,47,44,22,7,7,0,2016,9
904,2016/9/6,28,22,0,8,5,29,19,26,26,25,15,95,73,0.1,1010,28,10,29,10,273,112,35,39,23,4,7,1,2016,9
905,2016/9/7,22,19,0,8,5,36,20,21,22,21,14,86,95,19.6,1009,22,5,101,9,263,109,62,84,33,5,9,2,2016,9
906,2016/9/8,28,18,0,12.7,7,44,21,26,26,24,10,13,82,0,1010,28,8,202,6,325,153,64,83,29,5,7,3,2016,9
907,2016/9/9,29,19,0,12.7,6,51,20,27,27,25,14,43,75,0,1011,29,10,128,9,315,140,54,57,18,5,7,4,2016,9
908,2016/9/10,27,22,0,12.7,7,59,21,27,27,25,14,32,81,0,1011,27,10,127,9,315,140,49,41,23,5,7,5,2016,9
909,2016/9/11,24,20,0,7.9,5,66,21,25,25,23,10,78,88,4.5,1014,24,9,103,6,309,132,42,52,15,4,5,6,2016,9
910,2016/9/12,28,18,0,12.7,5,74,20,25,25,23,15,32,83,0.3,1016,28,10,47,11,217,95,37,53,13,4,6,0,2016,9
911,2016/9/13,28,20,0,11.9,6,82,21,26,26,24,16,48,83,1.3,1017,28,10,60,11,170,81,25,31,17,4,5,1,2016,9
912,2016/9/14,24,22,0,7.9,5,89,22,25,25,23,20,91,92,2.5,1016,24,7,62,13,138,55,10,27,10,4,5,2,2016,9
913,2016/9/15,25,23,0,7.9,5,97,23,26,26,24,26,97,96,14.1,1012,25,7,81,17,125,34,13,16,8,3,4,3,2016,9
914,2016/9/16,27,22,0,6.1,6,100,23,27,27,24,32,80,93,0,1006,27,9,167,18,125,27,19,37,9,4,4,4,2016,9
915,2016/9/17,27,21,0,6.1,5,88,22,26,26,24,22,82,90,0.2,1009,27,9,285,15,150,36,48,41,8,4,6,5,2016,9
916,2016/9/18,26,21,0,7.5,5,81,20,26,26,23,29,71,83,0.2,1010,26,10,222,19,160,78,38,37,10,5,5,6,2016,9
917,2016/9/19,25,19,0,8.8,5,73,19,23,23,22,31,48,82,0,1012,25,10,300,20,125,45,40,38,15,5,4,0,2016,9
918,2016/9/20,26,18,0,11.6,5,66,18,23,23,22,20,29,81,0.8,1017,26,10,215,13,125,60,25,37,19,5,4,1,2016,9
919,2016/9/21,25,17,0,8.8,5,58,18,23,23,22,12,56,79,0.1,1019,25,10,58,8,125,37,26,40,20,5,4,2,2016,9
920,2016/9/22,26,19,0,11.6,5,50,18,23,23,22,12,34,79,0.6,1018,26,10,101,7,125,51,36,39,24,6,4,3,2016,9
921,2016/9/23,26,18,0,11.6,6,43,19,24,24,23,13,18,79,0,1016,26,10,107,9,137,71,43,63,18,5,4,4,2016,9
922,2016/9/24,26,19,0,11.6,6,35,20,24,24,23,18,22,81,0,1014,26,10,112,12,193,88,44,60,19,5,4,5,2016,9
923,2016/9/25,28,19,0,11.6,6,28,21,26,26,24,15,18,83,0,1013,28,8,96,10,183,85,37,34,17,5,4,6,2016,9
924,2016/9/26,29,20,0,8.8,6,20,23,28,28,25,15,62,89,0.5,1012,29,5,84,10,112,62,31,13,12,4,3,0,2016,9
925,2016/9/27,30,23,0,8.8,6,13,24,30,30,26,22,65,88,0.3,1011,30,7,73,15,112,44,19,31,9,4,3,1,2016,9
926,2016/9/28,27,22,0,7.4,5,5,23,28,28,25,34,76,90,1.5,1011,27,10,54,21,138,33,20,30,10,4,5,2,2016,9
927,2016/9/29,24,22,0,6,5,0,21,25,25,23,30,100,92,0,1012,24,9,78,19,162,30,40,24,27,4,7,3,2016,9
928,2016/9/30,28,22,0,7.4,6,0,23,28,28,25,11,75,89,0,1011,28,6,276,8,200,90,62,38,23,5,8,4,2016,9
929,2016/10/1,29,21,0,8.8,6,0,23,29,29,26,11,60,88,2.8,1014,29,6,195,7,293,118,23,35,10,5,4,5,2016,10
930,2016/10/2,30,23,0,11.6,7,2,24,30,30,27,15,36,85,2.3,1012,30,8,202,11,162,46,28,40,12,4,7,6,2016,10
931,2016/10/3,26,21,0,7.4,5,9,21,25,25,23,18,75,87,0.2,1011,26,9,211,13,125,60,26,32,10,4,4,0,2016,10
932,2016/10/4,26,21,0,5.9,5,17,21,26,26,23,22,83,86,0.2,1011,26,10,298,15,138,44,46,41,12,5,5,1,2016,10
933,2016/10/5,26,21,0,5.9,5,24,21,26,26,24,14,78,85,0.1,1014,26,9,212,10,180,84,41,51,9,4,4,2,2016,10
934,2016/10/6,25,21,0,8.8,5,31,19,25,25,23,25,70,79,0.1,1019,25,10,55,17,127,68,41,32,21,4,4,3,2016,10
935,2016/10/7,23,20,0,5.9,5,38,21,24,24,23,17,89,89,0.2,1016,23,9,105,11,125,63,26,42,10,4,4,4,2016,10
936,2016/10/8,22,16,0,7.3,4,46,17,20,21,20,31,65,83,0.4,1015,22,9,178,20,100,50,34,33,8,4,2,5,2016,10
937,2016/10/9,20,15,0,8.7,4,53,13,18,18,18,23,61,73,0,1020,20,10,102,16,112,57,30,39,11,6,3,6,2016,10
938,2016/10/10,22,16,0,7.3,4,60,14,18,19,18,19,59,74,0,1019,22,10,37,12,112,55,28,42,13,6,3,0,2016,10
939,2016/10/11,24,15,0,10.2,5,67,15,20,21,20,19,28,72,0,1019,24,10,34,12,125,49,41,50,12,7,4,1,2016,10
940,2016/10/12,22,17,0,10.2,4,75,15,20,20,20,20,64,75,0,1022,22,10,25,12,177,83,38,40,15,6,4,2,2016,10
941,2016/10/13,20,19,0,7.3,4,82,15,20,20,20,16,70,76,0,1021,20,10,35,10,127,68,42,37,19,6,4,3,2016,10
942,2016/10/14,22,19,0,5.8,5,89,17,20,21,20,21,93,81,1.4,1021,22,10,64,12,160,78,34,35,17,5,3,4,2016,10
943,2016/10/15,25,20,0,8.7,5,97,18,22,23,22,20,61,81,0,1020,25,10,91,12,150,55,56,50,25,7,6,5,2016,10
944,2016/10/16,27,19,0,8.7,5,100,21,25,25,23,16,50,85,6.4,1018,27,8,246,10,227,98,39,40,17,7,6,6,2016,10
945,2016/10/17,23,17,0,10.2,5,89,17,21,21,21,14,56,82,0,1019,23,10,121,10,183,85,26,42,15,5,4,0,2016,10
946,2016/10/18,24,19,0,5.8,5,82,18,23,23,22,15,90,81,0,1019,24,10,74,10,138,56,44,33,20,5,5,1,2016,10
947,2016/10/19,22,19,0,5.6,5,74,19,21,22,21,12,79,88,1,1017,22,6,97,9,170,81,28,29,21,5,5,2,2016,10
948,2016/10/20,23,20,0,4.2,5,67,20,24,24,22,23,91,90,0,1016,23,10,91,16,160,78,14,30,13,4,4,3,2016,10
949,2016/10/21,23,21,0,4.2,5,60,21,25,25,22,27,99,93,1.1,1012,23,10,74,18,125,36,8,29,11,4,4,4,2016,10
950,2016/10/22,23,21,0,4.2,5,53,22,25,25,22,31,100,97,15.8,1008,23,5,100,20,125,34,30,39,10,4,4,5,2016,10
951,2016/10/23,23,18,0,5.7,5,45,19,20,21,20,22,80,91,0,1013,23,8,143,15,138,58,38,35,20,5,5,6,2016,10
952,2016/10/24,25,18,0,4.2,5,38,19,23,23,21,15,66,88,0.3,1015,25,7,98,9,175,63,42,18,22,6,8,0,2016,10
953,2016/10/25,21,17,0,4.2,4,31,17,20,20,20,16,76,86,0,1015,21,9,198,12,223,97,32,33,28,5,7,1,2016,10
954,2016/10/26,24,17,0,4.1,5,23,19,20,21,20,21,97,90,0,1016,24,10,115,15,163,79,20,33,21,5,4,2,2016,10
955,2016/10/27,21,18,0,4.1,5,16,19,20,21,20,20,97,91,0,1018,21,8,101,13,150,56,33,26,17,5,6,3,2016,10
956,2016/10/28,19,15,0,4.1,4,9,16,18,18,18,28,95,88,0,1021,19,9,319,20,173,82,31,26,12,5,3,4,2016,10
957,2016/10/29,15,12,0,7.2,3,2,11,13,14,13,26,68,79,0,1029,15,10,131,17,137,71,29,31,13,5,3,5,2016,10
958,2016/10/31,16,13,0,4.1,4,0,13,15,15,15,17,94,86,0.5,1027,16,9,179,11,112,57,29,25,21,5,3,0,2016,10
959,2016/11/1,16,10,0,8.7,4,6,9,12,13,12,25,34,72,0,1031,16,10,102,18,133,70,25,33,8,4,2,1,2016,11
960,2016/11/2,15,9,0,8.7,4,13,8,13,13,13,13,24,70,0,1029,15,10,164,9,125,67,37,34,24,6,4,2,2016,11
961,2016/11/3,18,9,0,8.7,4,21,10,16,16,16,7,5,67,0,1025,18,10,232,5,207,92,66,38,41,8,8,3,2016,11
962,2016/11/4,20,12,0,8.7,4,28,13,17,17,17,17,20,75,0,1017,20,10,170,11,326,154,70,56,46,8,6,4,2016,11
963,2016/11/5,23,13,0,8.7,5,36,16,22,22,22,10,0,74,0,1014,23,10,189,7,328,157,72,52,46,8,7,5,2016,11
964,2016/11/6,23,14,0,8.7,6,43,17,20,21,20,13,11,80,0,1019,23,9,78,9,329,158,57,37,35,8,7,6,2016,11
965,2016/11/7,23,17,0,7.2,5,51,18,20,21,20,19,59,86,0,1020,23,7,158,14,318,144,36,28,25,7,4,0,2016,11
966,2016/11/8,13,10,0,4.1,3,58,9,10,12,10,39,99,81,1.9,1027,13,9,264,26,230,99,22,34,10,5,4,1,2016,11
967,2016/11/9,13,11,0,4.1,3,66,7,10,12,10,20,79,75,0,1029,13,10,219,14,127,68,21,30,12,5,2,2,2016,11
968,2016/11/10,14,9,0,5.5,3,74,8,11,12,11,14,48,79,0.1,1024,14,10,293,11,150,64,35,21,25,7,6,3,2016,11
969,2016/11/11,18,8,0,8.7,4,81,11,15,15,15,16,3,77,0,1022,18,10,189,11,263,109,59,27,34,10,7,4,2016,11
970,2016/11/12,21,13,0,7.1,4,89,12,17,18,17,24,39,72,0,1020,21,10,180,16,313,137,52,40,32,7,5,5,2016,11
971,2016/11/13,22,17,0,3.9,4,96,17,19,20,19,6,77,85,0.7,1018,22,8,125,4,277,113,51,12,37,6,7,6,2016,11
972,2016/11/14,21,16,0,5.5,4,100,16,19,20,19,10,68,81,0.4,1017,21,9,229,7,318,144,72,39,33,8,9,0,2016,11
973,2016/11/15,18,12,0,7.1,4,89,11,15,15,15,19,44,78,0,1023,18,10,67,14,338,169,55,35,15,7,6,1,2016,11
974,2016/11/16,18,11,0,5.5,4,81,10,15,15,15,15,68,72,0.7,1022,18,8,92,10,283,115,21,26,25,7,4,2,2016,11
975,2016/11/17,18,15,0,3.9,4,74,14,16,16,16,18,97,89,0,1019,18,10,93,12,138,64,19,18,31,6,5,3,2016,11
976,2016/11/18,24,16,0,8.7,5,66,18,20,21,20,15,29,86,0.3,1014,24,8,165,10,175,75,55,35,33,6,8,4,2016,11
977,2016/11/19,23,17,0,3.9,5,58,18,20,21,20,9,74,88,0.6,1015,23,8,94,6,316,141,81,7,49,9,15,5,2016,11
978,2016/11/20,19,17,0,3.9,4,51,17,18,18,18,21,97,92,1.2,1018,19,9,68,15,346,180,43,32,17,6,8,6,2016,11
979,2016/11/21,21,16,0,3.9,4,43,17,19,19,19,16,96,91,0.2,1016,21,9,38,12,302,122,34,27,25,6,7,0,2016,11
980,2016/11/22,13,8,0,3.9,3,36,9,9,12,9,36,100,83,0.1,1025,13,10,144,25,213,94,14,29,10,5,4,1,2016,11
981,2016/11/23,6,3,0,3.8,2,28,3,1,6,1,33,91,85,0.3,1031,6,9,331,24,125,57,18,22,18,6,4,2,2016,11
982,2016/11/24,8,1,0,5.5,2,21,1,2,5,2,19,33,74,0,1030,8,10,332,15,183,85,42,23,24,10,8,3,2016,11
